id,time,director,year,star1,star2,star3,star4,star5,star6,rotten_tomatoes,audience_rating,review1,review2,review3,review4,review5
3730,2 hr. 27 min.,Richard Brooks I,1957,Yul Brynner,Maria Schell,Claire Bloom,Lee J Cobb,Richard Basehart,Albert Salmi,22,59,"Bold handling of crude unbridled passion, of violently conflicting ideas, and of earthy humor makes up The Brothers Karamazov.","Very uncertain in period and atmosphere, and saddled with some terrible performances.","Conspicuous assets are the striking color photography and the musical score, both of which help a great deal in enhancing the drama's savage and soulful moods.","While not as terrible as his subsequent adaptation of Lord Jim, this 1958 Hollywoodization of the Dostoyevsky novel by writer-director Richard Brooks is pretty grotesque all the same.",I would avoid this film as readily as one avoids Siberia.
3731,1 hr. 52 min.,George Cukor,1949,Spencer Tracy,Deborah Kerr,Leueen McGrath,Ian Hunter,James Donald,Mervyn Johns,0,47,"The movie silently shrieks under the pressure of constant, hectic fear.",,"Playing a bitter alcoholic wife (married to Spencer Tracy), Deborah Kerr received the first of her six Best Actress nomination for George Cukor's well acted melodrama.",,
3732,1 hr. 33 min.,Aaron Harvey,2011,Forest Whitaker,Bruce Willis,Malin Akerman,Nikki Reed,Deborah Ann Woll,Michael Rosenbaum,0,14,"A drug-deal tale featuring top-drawer actors trying to have fun with a medium-strength script. Sometimes they succeed, but not often enough to elevate the film to ""Pulp Fiction"" territory.","Although it gives Willis and Whitaker an off-road chance to show off their character-actor chops, there's not much to recommend in this cinematic conceit.",,A collection of all the Quentin Tarantino mannerisms we make fun of ... but none of the understanding of human nature that goes along with them.,
3733,1 hr. 31 min.,Robin Christian,2011,Adrienne Frantz,Amber Benson,Michael Muhney,Noriyuki 'Pat' Morit...,Adrienne Frantz,Eddie Jones (I),0,50,,,,,
3734,1 hr. 31 min.,S.J. Clarkson,2011,Freddie Highmore,Victoria Hamilton,Colin Prockter,Ken Stott,Oscar Kennedy,Frasier Huckle,59,52,"Like its namesake, ""Toast"" is crusty comfort food with little nutritional substance.","""Toast"" has three things deserving of adoration: spectacular lemon-meringue pies, the songs of Dusty Springfield and Helena Bonham Carter.",Director S.J. Clarkson seems oblivious to the dissonance; perhaps he's deafened by the music.,"For the most part, the movie feels like an emotional vacuum, mirroring the drab vanilla and mint green interiors of the Slaters' home.","""Toast,"" is by turns sweet and tart, airy and rich and, above all, a thoroughly irresistible confection."
3735,1 hr. 53 min.,Charles Martin Smith,2011,Harry Connick Jr.,Ashley Judd,Nathan Gamble,Kris Kristofferson,Cozi Zuehlsdorff,Morgan Freeman,82,80,It just wants to make you leave the theater in a good mood. It certainly accomplishes that.,"Dolphin Tale, an inspirational tale about a Little Dolphin Who Could, will swim into your heart despite some melodrama and predictability.",Middle-of-the-road milquetoast.,"It's an earnest, sweet film that relies on the extraordinary true story of Winter, the rescued dolphin, and little on manipulative Hollywood tricks.","When I write the ""Cookie Awards"" in my annual Oscar-season column for the Quad-City Times, I always include this category: Most Embarrassing Crying Spell. There is no question which movie will 'win' the award. I bawled when I watched 'Dolphin Tale.'"
3736,1 hr. 48 min.,Olivier Megaton,2011,Zoe Saldana,Lennie James,Michael Vartan,Cliff Curtis,Jordi Molla,Beto Benites,27,67,A guilty pleasure film that is more fun than it deserves to be.,"You keep wanting ""Colombiana"" to go all the way in one direction, or all the way in the other. Instead, it just sits there, content to give Saldana a lollypop.","Colombiana contains some thrilling scenes as well as an interesting sense of twisted humor, but there's not enough here to really keep us engaged.",Laugh out loud exploitation...See Zoe shoot. See Zoe kill. See Zoe strip (PG-13 style),Colombiana is caught somewhere in the middle of an engaging character drama and a brainless action extravaganza.
3737,2 hr. 19 min.,Gavin O'Connor,2011,Joel Edgerton,Tom Hardy,Nick Nolte,Jennifer Morrison (I...,Frank Grillo,Kevin Dunn,82,92,"""Warrior"" is basically an action flick for chicks. You would not believe the amount of melodrama.","Warrior is an ode to valour-ruined men, in war, in peace, in the octagon.","Director Gavin O'Connor tries sprucing up the material by swapping out boxing for mixed martial arts, but it's still the same old story told the same old way. At least Real Steel had robots.",The punches always seem that much harder when you understand just why they hurt.,"A straight genre picture, but the best MMA movie ever."
3738,1 hr. 46 min.,Rand Marsh,2009,Justin Hartley,Erin Cummings,Taylor Kinney,Seth Macari,Cheryl Rixon Davis,Nicole Brunner,0,100,,,,,
3739,1 hr. 50 min.,Ted Lange,2009,Vincent Lee Alston,Grace Bydalek,John Beasley,Joyce Sylvester,Lindsay Seim,Tyrone Beasley,0,0,,,,,
3740,1 hr. 50 min.,Julie Taymor,2010,Helen Mirren,Ben Wishaw,Felicity Jones,Djimon Hounsou,Ben Whishaw,Reeve Carney,30,28,You expect Nicolas Cage to pop up from behind a sand dune on a Harley brandishing a rocket launcher.,Julie Taymor has a theatre director's idea of how movies work. That's not a compliment.,"Dispensing with tableau compositions, this adaptation feels liberated from static theatrical and, to a lesser degree, cinematic convention by the overall openness of its staging and camerawork that's somewhere between handheld and Steadicam.","There are two reasons to watch The Tempest: if you're a fan of Shakespeare, or a fan of Helen Mirren.","Hundreds of years ago, Shakespeare would have never imagined this story could look like Taymor's vision."
3741,1 hr. 35 min.,Alexandre Rockwell,2011,Peter Dinklage,Mark Boone Jr.,Steve Buscemi,Tim Roth,Rosie Perez,Seymour Cassel,0,34,"Many of the film's storytelling beats seems drawn perhaps a little too closely from ""The Long Goodbye,"" Raymond Chandler's elegiac detective novel adapted into a classic by Robert Altman.","""Pete Smalls is Dead"" nearly kills itself with an overdose of cutesy mainlined hipsterism.",,,
3742,2 hr. 35 min.,Siddique,2011,Salman Khan,Kareena Kapoor,Raj Babbar,Hazel Keech,Reema Debnath,Asrani,40,44,"Even more than its overwrought music-video numbers and needlessly complicated finale, Khan ups the movie's ridiculousness.",A twist near the end sends this contrived movie into a maudlin stratosphere from which it doesn't recover.,,,
3743,1 hr. 36 min.,Uwe Boll,2011,Dolph Lundgren,Natassia Malthe,Heather Doerksen,Lochlyn Munro,Aleks Paunovic,,0,11,,,,,
3744,1 hr. 46 min.,Chris Briant,2011,Dianna Agron,Steven Waddington,Tony Becker,Terence Knox,Jay Brown,Philip Correia,0,15,,,,,
3745,1 hr. 24 min.,Trent Haaga,2011,Timothy Muskatell,Tanisha Mukherjee,Elina Madison,Mark Irvingsen,Chad Ferrin,Jeff Sisson,0,36,At its best moments it seems to be channeling something co-written by Neil Simon and Eli Roth.,,,,
3746,1 hr. 44 min.,Diego Hallivis,2011,Jason Hurt,Phil Haus,Antoine Harris,Noelle Mihalinec,Movez Galore,Maria Di Domenico,0,35,,,,,
3747,1 hr. 55 min.,Raaghav Dar,2011,Arjun Mathur,Kalki Koechlin,Makrand Deshpande,Prateik Babbar,Shruti Seth,Raj Zutshi,0,52,"It's cute, sort of, as well as crudely slapstick and sweetly picaresque, and just a bit misty and crispy.",,"A nice idea, but just never a funny one.",,
3748,1 hr. 30 min.,Carlo Ledesma,2012,Bel DeliÃ¡,Andy Rodoreda,Steve Davis,Luke Arnold,Andy Rodorada,James Caitlin,100,51,,"When scary s--- happens, the terror sticks with you because you're never shown enough to be certain of anything.","[It] might sound like a mundane retread of recent creature features such as Creep or The Descent, but it manages to be something a bit more haunting in practice.",Not a bad effort for a mini-budgeted fan-funded horror project.,The audience is teased with fleeting glimpses of the threat lurking in the shadows and its first real appearance is played so well it is a thing of horror poetry.
3749,1 hr. 39 min.,Radu Muntean,2011,Mimi Branescu,Mirela Oprisor,Maria Popistasu,Sasa Paul-Szel,Dragos Bucur,Victor Rebengiuc,73,66,"""Tuesday, After Christmas"" goes down pretty smooth, with a sneaky-powerful aftertaste.","The latest bloom from the flourishing garden that is Romanian cinema, Radu Muntean's Tuesday, After Christmas chronicles the emotional fallout from a classic love triangle, but it unfolds with the agonizing tension of a suspense film.","Like an alternate-universe Woody Allen film, in which real people wrestle with what their hearts want despite the hurt it causes everyone, including themselves.",More about well-observed moments of everyday life than it is about heightened melodrama.,"Muntean has pulled off the near-impossible, turning each scene (captured in capacious long takes) into arias of generosity for his actors."
3750,1 hr. 43 min.,Justin Chadwick,2011,Naomie Harris,Oliver Litondo,Emily Njoki,Hannah Wacera,Tony Kgoroge,Israel Makoe,59,76,It's funny how 'real life' sometimes conforms so closely to hackneyed patterns of screenwriting.,"An earnest ""true story"" that hits many of the expected importance-of- education grace notes, but never quite achieves a lump-in-your-throat reaction","achieves a poignant, humanist sincerity","The First Grader is a self-congratulatory and subtlety-free slog that makes saints of its protagonists, devils out of its antagonists and narcoleptics out of its audience.","With the melodrama cranked up as high as it is, it's hard to believe this was a true story."
3751,1 hr. 51 min.,Rowan Joffe,2011,Sam Riley,Andrea Riseborough,Helen Mirren,John Hurt,Andy Serkis,Phil Davies,51,33,"Drab in color, with very little of Brighton-they shot in neighboring Eastbourne, apparently because Brighton is too posh now to be its old self.","As remakes go, this ""Brighton Rock"" is probably unnecessary, but it's a well- acted, stylishly filmed thriller and a good story well told.",There's a brutish beauty to the mean world of Brighton Rock that feels very '40s even in the '60s.,"""Brighton Rock"" doesn't rise to classic status, but it's an intriguing mood piece.",Joffe commits the novice director's mistake of using every visual trick in the book and a few not yet recorded.
3752,1 hr. 26 min.,Jessica Goldberg,2014,Krysten Ritter,Brian Geraghty,Juliet Garrett,Julie Garrett,Logan Huffman,Madeleine Martin,25,48,"The central characters' coupledom might bring them a safe haven, but audiences will be left out in the cold.",Just as unsatisfying and unrealistic as a happily-ever-after story about a damsel and a prince she has barely met.,"Jessica Goldberg's sluggish directorial debut feels like a leftover from the 1990s, when dank indie dramas littered film-festival lineups.","Even at its well-meaning best, Refuge is listless.",Complex film about family trauma has heavy themes.
3753,1 hr. 28 min.,Peter Skillman Odiorne,2011,Brooke Shields,Aidan Quinn,Kris Kristofferson,Sammi Hanratty,Anna Colwell,Keith David,13,38,"It's all extraordinarily predictable, made no more palatable by flat characters and a dull cast.","There's a fair amount of greening, but that doesn't make Whitney any less grating.","As she learns the value of public schools and pickup trucks, her erstwhile friends in Philadelphia seem happy to be rid of her. By movie's end, you'll feel exactly the same.",It flies off the rails in a third act so devoid of logic it could have been concocted on the moon.,"Helmer Odiorne creates a suitably groomed pastoral setting for Gilchriest's relentlessly upbeat script, but does little to suggest a context larger than Whitney's limited p.o.v."
3754,1 hr. 15 min.,David DeCoteau,2011,Jordan Nichols,Michelle Bauer,Jake Madden,Luke Allen (V),Kayde McMullen,Carey James,0,100,,,,,
3755,1 hr. 34 min.,Bob Fugger,2012,Amanda Righetti,Christopher Lloyd,Taylor Negron,Marla Sokoloff,Barry Watson,Jeffrey Weissman,0,29,,,,,
3756,1 hr. 18 min.,Rene Broussard,2001,Christopher Rivera,Kelly Lynn Washingto...,Chris Bert,Cole Carson,Ron Lester,Kelly Washington,0,50,Earnest but flawed teen film about obesity and bullying.,,,,
3757,1 hr. 39 min.,Mark Kassen,2011,Chris Evans,Mark Kassen,Marshall Bell,Brett Cullen,Jesse L. Martin,Vinessa Shaw,51,54,"""Puncture"" has the unusual problem of being almost too intriguing; its based-on-true-events story seems to cry out for documentary treatment.","""Puncture'' is based on an actual court case. But is this a story best served by focusing on the legal battle or the arc of Mike's flawed hero?",Evans works so hard to look like a drug addict that it undermines the character's effort not to look like one.,It's a thoughtful entry in the growing subgenre of whistle-blower dramas.,"Does a commendable job of merging its David vs. Goliath elements with Weiss' personal problems, doing justice to the fact that ""Puncture"" is based on true people and an actual case."
